0.23154		-0.575434
0.402665	-0.568208
0.516965	-0.562428
0.63094		-0.558092
0.744914	-0.553757
0.914732	-0.552312
1.25371		-0.552312
1.53555		-0.555202
1.70504		-0.555202
2.21351		-0.555202
2.66549		-0.555202
2.94798		-0.555202
3.17462		-0.552312
3.40093		-0.550867
3.57141		-0.546532
3.74122		-0.545087
3.91137		-0.542197
4.13801		-0.539306
4.30815		-0.536416
4.42213		-0.532081
4.64942		-0.526301
4.81957		-0.52341
4.98971		-0.52052
5.10369		-0.516185
5.21733		-0.513295
5.38813		-0.507514
5.55893		-0.501734
5.72973		-0.495954
5.90053		-0.490173
6.0145		-0.485838
6.18497		-0.481503
6.29895		-0.477168
6.41292		-0.472832
6.52689		-0.468497
6.64152		-0.461272
6.75549		-0.456936
6.92564		-0.454046
7.09676		-0.446821
7.26691		-0.443931
7.43771		-0.43815
7.55168		-0.433815
7.60916		-0.42948
7.77963		-0.425145
7.9501		-0.420809
8.17674		-0.417919
8.40338		-0.415029
8.57483		-0.406358
8.80148		-0.403468
9.19761		-0.400578
9.53725		-0.397688
9.98955		-0.396243
10.3285		-0.396243
10.4974		-0.399133
10.6662		-0.402023
11.0607		-0.406358
11.3425		-0.409249
11.5676		-0.413584
11.7929		-0.416474
11.9614		-0.420809
12.1296		-0.42659
12.2978		-0.43237
12.5796		-0.43526
12.7481		-0.439595
12.8598		-0.445376
13.0848		-0.449711
13.1965		-0.455491
13.4215		-0.459827
13.59		-0.464162
13.7585		-0.468497
13.9835		-0.472832
14.1524		-0.475723
14.3212		-0.478613
14.6027		-0.482948
14.8846		-0.485838
15.1099		-0.488728
15.3352		-0.491618
15.5612		-0.491618
15.843		-0.494509
16.1249		-0.497399
16.4639		-0.497399
16.9152		-0.500289
17.2542		-0.500289
17.537		-0.498844
18.0451		-0.500289
18.4409		-0.498844
18.8364		-0.498844
19.1179		-0.503179
