2.10897	0.758621
2.28464	0.827586
2.37145	0.931034
2.45928	0.965517
2.63291	1.17241
2.63393	1.10345
2.80807	1.27586
2.89539	1.34483
2.98221	1.44828
3.06953	1.51724
3.15584	1.65517
3.33151	1.72414
3.41781	1.86207
3.59246	2
3.67979	2.06897
3.76762	2.10345
3.94125	2.31034
3.94176	2.27586
4.20576	2.34483
4.46976	2.41379
4.73427	2.44828
4.91044	2.48276
5.17444	2.55172
5.35112	2.55172
5.61563	2.58621
5.7913	2.65517
5.96797	2.65517
5.96899	2.58621
6.23502	2.51724
6.41322	2.41379
6.50309	2.31034
6.59295	2.2069
6.6823	2.13793
6.94935	2
7.03972	1.86207
7.21742	1.7931
7.21945	1.65517
7.39663	1.62069
7.4865	1.51724
7.66419	1.44828
7.75405	1.34483
7.84341	1.27586
8.02161	1.17241
8.02262	1.10345
8.1993	1.10345
8.37598	1.10345
8.55266	1.10345
8.90754	1
9.17256	1
9.26039	1.03448
9.43757	1
9.70259	1
9.96761	1
10.1453	0.931034
10.322	0.931034
10.4992	0.896552
10.7652	0.827586
10.9429	0.758621
11.2079	0.758621
11.5618	0.724138
11.74	0.62069
11.9167	0.62069
12.1827	0.551724
12.4482	0.517241
12.6249	0.517241
12.8909	0.448276
13.0686	0.37931
13.2453	0.37931
13.5987	0.37931
13.952	0.37931
14.1287	0.37931
14.3952	0.275862
14.7486	0.275862
14.9253	0.275862
15.0136	0.275862
15.2786	0.275862
15.6335	0.172414
15.9869	0.172414
16.3402	0.172414
16.5174	0.137931
16.7824	0.137931
17.0479	0.103448
17.4013	0.103448
18.0197	0.103448
18.2852	0.0689655
18.6386	0.0689655
19.0803	0.0689655
19.2569	0.0689655
19.522	0.0689655
19.9631	0.103448
20.2282	0.103448
20.5825	0.0344828
20.9354	0.0689655
21.3771	0.0689655
21.7304	0.0689655
21.9071	0.0689655
