-2.65574600 -2.54573900 0.24428700 127.60867300 -115.10194400 74.11797300 14.01960000 9.10150000 131.79802000 6.66107424 2.16525938 -1.76526608 192.52828695 -54.53521677 24.43313113 0.00824918 9.98955000 2.06897000
1.30998600 2.13388700 -0.41345900 -66.37479400 22.26272200 -91.47565500 13.91830000 12.90130000 8.15256000 194.27390357 -31.46747948 78.57473700 110.83582071 71.07049626 19.26526316 0.00588184 2.66549000 1.17241000
-3.47570200 1.12662400 -1.12674800 -80.86536400 17.34248200 -40.46980300 15.63610000 10.22840000 3455.44872000 11.18872353 0.46206972 -4.87819872 190.93881809 -78.92980862 -3.45915619 0.00754782 7.43771000 2.06897000
-2.64092400 9.58461200 1.00202900 -165.51770000 54.35721200 -27.63574800 12.74520000 6.92550000 4792.06447000 10.16531007 -2.13097543 -0.25130475 193.97042222 116.85189286 -44.47779604 0.00824918 9.98955000 1.00000000
1.14444400 -9.02728200 2.27023100 63.55232600 80.37603800 1.21520100 20.09320000 26.54340000 844.10807000 6.69176170 3.23530948 -2.30448868 240.59783423 -60.21955699 26.97985668 0.00588184 2.66549000 1.00000000
-4.27062400 2.41652000 0.66083600 -78.87844800 -54.65091700 15.54297500 11.61870000 12.33240000 4037.34182000 11.17865455 -0.56332372 -6.38724194 181.87429573 63.71763017 3.79851106 0.00588184 2.66549000 2.48276000
0.56844000 -6.18761100 1.98315100 73.27022600 144.41642800 105.54039000 11.06640000 17.60370000 3406.51570000 10.29684831 -2.92527858 -0.30826608 189.95880996 132.57951514 -50.46426283 0.00588184 2.66549000 2.51724000
-7.48358500 -6.99619200 0.57496300 52.94890200 -107.56568900 55.69372200 9.87900000 14.88590000 2837.27554000 9.87355466 1.52795601 -3.60804773 240.35434621 -168.37364025 91.83483531 0.00588184 2.94798000 0.93103400
-0.11166300 -4.84979100 1.07925300 21.25401900 82.70610800 0.01724600 19.29620000 29.65870000 252.38820000 8.14218261 3.23606397 -2.65521948 227.98926915 -56.89183985 25.48895678 0.00588184 2.66549000 2.48276000
3.19857400 4.51638800 0.37845900 -16.51632900 66.17089800 25.70160900 10.12620000 18.25210000 1087.02088000 16.88344354 4.02546343 -7.50676246 246.92991668 114.56024295 -85.47817640 0.00588184 2.66549000 2.58621000
0.73249900 -13.05651800 0.85306000 126.69771600 57.03433600 22.03155900 14.56730000 15.80630000 7751.46851000 177.71257614 -67.12751783 64.98188924 152.67001738 -20.10082783 -19.44148042 0.00588184 2.94798000 0.37931000
-4.16220400 -8.26422100 -0.71169900 145.91236900 -23.35725000 68.00927700 11.80900000 15.53100000 298.88577000 3.92874175 2.21691852 -1.60206377 180.85489749 -58.08292621 26.02259304 0.00824918 9.98955000 1.03448000
-5.65695900 7.94012900 3.04199100 -141.40144300 -87.76949300 4.48592900 8.23840000 7.91560000 149.63140000 110.48488651 -13.42758310 -63.03251239 165.22568973 16.02030220 15.25371245 0.00588184 2.66549000 1.00000000
-9.28217100 0.46269100 -0.31038300 -34.74066200 -113.70774100 0.67141400 20.79060000 10.89030000 4447.39093000 12.11987528 4.30747613 -1.16250944 186.26620136 26.29327063 -26.19604084 0.00588184 2.94798000 1.00000000
4.42140800 -0.24795600 2.98227400 -50.95428800 115.63724500 -59.10569400 17.36640000 23.88940000 2081.21787000 14.19508940 1.81262628 -3.88626321 151.70565888 -48.07360871 21.53817028 0.00588184 2.94798000 2.41379000
-1.74406000 -2.45016000 2.51214100 -157.40573100 -14.39503900 71.07404300 9.78730000 9.75490000 8287.68886000 236.94439644 -7.20154644 -70.33848177 164.82772300 -104.77941879 -5.24663392 0.00588184 2.66549000 1.51724000
-6.78892300 4.57318900 -1.49880400 -149.72569300 -107.78720900 -6.49839600 21.46950000 12.67130000 976.12856000 32.06640132 -1.48548255 -10.22473377 242.10834717 -196.03415612 -168.11494569 0.00588184 2.66549000 1.10345000
-9.98910100 -6.19539400 2.67840200 7.45861500 -155.22149700 31.38267900 12.22450000 20.92170000 2435.82541000 9.45486088 -5.06381925 -1.64267627 249.66613457 55.32458933 177.49445187 0.00588184 2.21351000 0.62069000
-5.91526300 3.47710500 1.62878900 -74.44927200 -67.09390300 -87.52162900 17.55490000 10.08810000 3742.48725000 7.21153584 -4.97698729 -1.42789787 236.58226464 54.62615341 175.25370318 0.00588184 2.66549000 2.00000000
0.73249900 -13.05651800 0.85306000 126.69771600 57.03433600 22.03155900 11.86470000 15.61040000 1602.57953000 53.79340632 -0.59507920 -7.59053829 201.12154146 23.99647150 63.27339007 0.00588184 2.94798000 0.37931000
2.72811500 12.75630000 -2.15578500 -160.97499100 -15.10430400 6.07387100 15.68810000 25.71860000 4002.88304000 10.81170905 0.20477565 -5.36860718 222.61759347 28.59354674 75.39486113 0.00588184 2.94798000 0.37931000
-2.69807000 -8.99816400 -0.32737500 136.67138700 41.88550600 -87.35720100 25.57620000 17.45300000 3024.16668000 8.80274324 1.17513654 -2.51948785 179.78732121 -58.02226411 25.99541491 0.00588184 2.94798000 1.00000000
0.09667100 3.42082700 0.45170800 -113.83931000 72.53981000 29.81819200 20.56910000 27.65940000 6677.24983000 5.42380351 1.47520383 -1.97535555 176.00328715 -59.13728639 26.49497258 0.00588184 2.94798000 2.00000000
-2.39474700 5.65278600 1.27147700 -124.46219600 -82.28187600 28.95088800 22.00670000 14.57120000 711.59636000 9.11141715 1.30306008 -4.98393418 241.38911264 29.02813143 76.54076487 0.00588184 2.66549000 2.51724000
-8.99864000 2.52447800 -0.15565400 -104.88842800 -127.64571400 67.94084900 10.45460000 17.29570000 1304.16011000 5.73556236 2.05341481 -1.95172559 167.90304568 -54.25387843 24.30708457 0.00824918 10.32850000 1.00000000
5.27162300 1.50577600 -2.21733100 -58.56401400 146.53561400 -13.99917600 14.64810000 23.09010000 2176.68873000 11.57454037 3.34329895 -0.89151233 195.68548637 32.09108744 -31.97241793 0.00588184 2.66549000 2.58621000
-0.72177800 -5.69122300 1.08947600 161.60850500 -47.42464800 17.26317800 9.01850000 17.11050000 3422.93674000 8.49827657 0.88626410 -1.00474720 179.61031307 24.27182115 -24.18206647 0.00588184 2.66549000 2.65517000
4.39815800 0.19979700 -0.90833100 -77.54731800 112.70886200 -12.06375500 29.90320000 19.61980000 58.09027000 7.24242242 1.34382728 -2.21745645 177.23194295 -56.22163301 25.18868747 0.00588184 2.94798000 2.41379000
-4.80057400 -3.37741200 0.72860500 -16.72131700 -110.07020600 -87.18267100 22.56600000 15.98270000 1216.64565000 9.11318564 1.37705965 -0.01337560 164.93358110 -86.12610188 5.78593381 0.00588184 2.94798000 2.65517000
-4.80057400 -3.37741200 0.72860500 -16.72131700 -110.07020600 -87.18267100 21.99050000 14.68090000 58.61192000 6.25125948 3.22198899 1.51295773 300.36597057 122.11282750 -56.61664147 0.00588184 2.94798000 2.65517000
-1.85752000 -3.10905700 0.97701800 2.90926700 31.70522500 -7.09277100 11.84800000 15.69510000 1628.80934000 11.26218320 -2.26152889 -0.34707780 220.25031532 104.17443520 -39.65232541 0.00588184 2.66549000 2.06897000
-4.27062400 2.41652000 0.66083600 -78.87844800 -54.65091700 15.54297500 11.11390000 11.03380000 2838.45551000 269.81379788 2.71309921 -47.24348972 225.09709427 51.78515860 -26.85841180 0.00588184 2.66549000 2.48276000
0.88072600 -3.79959100 -0.79134000 35.62927600 42.03434800 26.42091000 20.27370000 28.06580000 92.11488000 5.60604151 2.54055235 -2.34155234 242.54357918 -57.71676949 25.85854574 0.00588184 2.94798000 2.31034000
1.96285100 1.90154300 0.82518500 -45.66480600 159.33448800 51.35635800 12.81730000 12.03650000 347.26411000 106.14645946 -44.32409981 23.08336566 222.96497735 -11.98149164 -11.85612488 0.00792731 8.40338000 1.27586000
-4.05101400 -5.31050300 -0.77223200 100.41409300 18.02332500 25.69737100 14.76520000 19.05620000 3810.78481000 11.73571000 -0.32519522 -6.80290569 231.24545928 -74.73125740 65.98689489 0.00588184 2.94798000 2.13793000
-4.27062400 2.41652000 0.66083600 -78.87844800 -54.65091700 15.54297500 11.22620000 11.13810000 5622.34530000 149.13468306 31.33478623 1.29238310 100.94134508 84.22992600 3.02370749 0.00588184 2.66549000 2.48276000
9.85364400 0.45255200 0.43458600 -65.18998000 148.70658900 5.75435800 35.00910000 30.03250000 7896.15377000 2.08698036 1.65382084 -3.88922304 228.45307805 -198.22997713 108.11916447 0.00588184 2.66549000 1.00000000
2.86154100 3.85510400 0.64584100 -111.00965100 122.99968000 -44.90187800 36.31180000 32.31170000 2172.48445000 12.07653604 1.37178776 -8.27582991 228.49570816 -77.67713288 68.58807119 0.00588184 2.94798000 2.48276000
1.59717900 -4.87542200 4.98873500 -22.04497900 10.45791300 -13.57974400 19.43120000 10.29510000 50.23386000 17.52236820 -1.73936132 -11.34663287 294.62393235 -73.24129037 -113.28502376 0.00588184 2.66549000 2.55172000
2.63555300 -3.52066500 -1.13366000 12.62251900 123.00016800 -13.91633000 21.73570000 30.91320000 67.44554000 4.65802893 2.87644341 -2.42328428 189.99556293 -57.50277370 25.76267031 0.00588184 2.66549000 2.41379000
4.06706900 -3.03768600 -0.42234100 1.24795100 116.12006400 8.64191300 15.93760000 22.70680000 86.91739000 9.08250706 2.02729407 -2.32095885 188.62182537 -54.20551065 24.28541460 0.00588184 2.94798000 2.55172000
2.72811500 12.75630000 -2.15578500 -160.97499100 -15.10430400 6.07387100 14.72560000 22.61030000 1173.30028000 14.55157812 -2.82501563 -8.93784386 302.81055947 -93.66531898 -144.87562729 0.00588184 2.94798000 0.37931000
-6.61746900 -0.34488700 1.45673800 -83.87001800 -93.11671400 -34.56079500 15.81420000 9.03940000 166.46231000 13.45989693 -1.99841517 -7.26761067 302.41968950 -78.83744691 -121.94080689 0.00707640 6.52689000 2.13793000
-2.18154900 -3.97529600 0.78708300 91.88066100 -69.40842400 -58.81284700 17.66750000 22.26310000 560.78969000 6.46947955 2.23280632 3.29906195 249.62753771 -20.75455014 -40.90957969 0.00588184 2.94798000 2.44828000
-4.99383900 -4.23685300 0.10916300 44.64601100 -130.20347600 -11.19282200 24.09770000 20.71900000 41.78246000 9.61637387 1.59815837 -3.42644489 161.42812974 -50.65293100 22.69377071 0.00588184 2.94798000 2.20690000
1.81315100 -4.94076200 -0.34225500 88.19222300 136.81050100 19.13865500 10.56750000 16.33650000 358.17687000 14.08685325 1.29210623 -6.27706702 231.12540761 130.71850383 -97.53452892 0.00588184 2.66549000 2.55172000
2.54134000 -9.26598200 -0.66476400 84.33254200 30.37283300 32.04367100 17.21670000 11.87370000 673.14061000 5.13696428 0.82420748 -1.76709742 174.04812627 -56.70523437 25.40535289 0.00824918 10.32850000 1.00000000
1.81153500 -1.39357500 1.32557500 -48.40459800 98.95405600 -1.97396700 7.85630000 7.95320000 1158.81126000 178.28655362 8.01862563 11.41172198 126.15806327 5.30744669 -35.75664648 0.00588184 2.66549000 0.93103400
-1.11206100 -2.93583300 -0.13159400 -32.14113200 120.47878300 30.04508400 9.54950000 9.45320000 961.11465000 125.56253302 10.76478521 34.23460008 160.02517614 -44.16033202 -45.79669168 0.00588184 2.94798000 1.65517000
-5.65695900 7.94012900 3.04199100 -141.40144300 -87.76949300 4.48592900 9.13400000 9.21160000 438.52638000 187.90869653 61.72912503 27.53228954 212.75244969 -55.18579475 82.40133211 0.00588184 2.66549000 1.00000000
-4.71859700 -2.73900900 1.95524200 -24.92061400 -68.34140000 56.13385800 27.85540000 21.25840000 2290.67901000 4.10315273 1.81019906 -2.05850387 187.37236927 -62.68007874 28.08223151 0.00588184 2.94798000 2.58621000
